Unnamed: 0,reactant_type,reactant_subtype,reactant_smiles,shadow_smiles
8165,carbonyl,keto,COc1ccc(C(C)=O)cc1OC,COc1ccc(C(C)=O)cc1OC
8166,carbonyl,keto,O=C1CCC(F)CC1,O=C1CCC(F)CC1
8167,carbonyl,keto,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@@]4(O)CC5(CC[C@]34C)OCCO5)[C@@H]1CCC21OCCO1,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@@]4(O)CC5(CC[C@]34C)OCCO5)[C@@H]1CCC21OCCO1
8168,carbonyl,ald,C#CCCCC=O,C#CCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8169,carbonyl,ald,COc1c(F)cc(C=O)cc1[N+](=O)[O-],COc1c(F)cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1[N+](=O)[O-]
8170,carbonyl,ald,CC(C)C(C)(C=O)C[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,CC(C)C(C)(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C
8171,carbonyl,ald,CSc1ccc(C=O)[nH]1,CSc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)[nH]1
8172,carbonyl,ald,CCC[C@@H]1CC[C@@H](C2CCC(C=O)CC2)CC1,CCC[C@H]1CC[C@H](C2CCC(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)CC2)CC1
8173,alkyl,alkyl,CN1c2ccccc2Sc2cc3ccccc3c(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)c21,CN1c2ccccc2Sc2cc3ccccc3c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c21
8174,carbonyl,ald,C[C@H](CCC=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[Si](C)(C)C(C)(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[SiH3])CC[C@]4(C)[C@H]3CC[C@]12C
8175,carbonyl,ald,O=CC1CCCC(c2ccccc2)C1=O,O=C1C(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CCCC1c1ccccc1
8176,carbonyl,ald,COCCOCCOc1cc(C=O)cc(OCCOCCOC)c1OCCOCCOC,COCCOCCOc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(OCCOCCOC)c1OCCOCCOC
8177,carbonyl,ald,COc1c(C=O)cc(Br)cc1C(C)(C)C,COc1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(Br)cc1C(C)(C)C
8178,carbonyl,ald,CSc1ncc2c(=O)n(-c3c(Cl)cccc3Cl)cc(C=O)c2n1,CSc1ncc2c(=O)n(-c3c(Cl)cccc3Cl)cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c2n1
8179,carbonyl,ald,Cc1cc(C)c(-c2c3nc(c(-c4ccc(C=O)cc4)c4ccc([nH]4)c(-c4c(C)cc(C)cc4C)c4nc(c(-c5ccc(C=O)cc5)c5ccc2[nH]5)C=C4)C=C3)c(C)c1,Cc1cc(C)c(-c2c3nc(c(-c4ccc(C=P(c5ccccc5)(c5ccccc5)[Yb]5CCCCC5)cc4)c4ccc([nH]4)c(-c4c(C)cc(C)cc4C)c4nc(c(-c5ccc(C=O)cc5)c5ccc2[nH]5)C=C4)C=C3)c(C)c1
8180,carbonyl,ald,CC(C)(C)/C(=C/C=C/C=C/C=C/C=O)C(C)(C)C,CC(C)(C)C(=C/C=C/C=C/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C(C)(C)C
8181,carbonyl,keto,CC(=O)CCCO,CC(=O)CCCO
8182,alkyl,alkyl,CCCCCCCCCCCCCCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCCCCCCCCCCCCCCCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8183,carbonyl,keto,CC(C)(C)OC(=O)N1CC(=O)C[C@H]1COC(=O)c1ccc([N+](=O)[O-])cc1,CC(C)(C)OC(=O)N1CC(=O)C[C@H]1COC(=O)c1ccc([N+](=O)[O-])cc1
8184,alkyl,alkyl,CCC1(CC)OC[C@@H](CC=P(c2ccccc2)(c2ccccc2)c2ccccc2)O1,CCC1(CC)OC[C@@H](CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O1
8185,alkyl,alkyl,CCCCn1c2cc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)c(Br)cc2c2cc(Br)c(CCl)cc21,CCCCn1c2cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c(Br)cc2c2cc(Br)c(CCl)cc21
8186,alkyl,alkyl,CCOC(=O)CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8187,alkyl,alkyl,Cc1ccc(C)n2nc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)nc12,Cc1ccc(C)n2nc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)nc12
8188,carbonyl,ald,COc1ccc(CC=O)c(Br)c1O,COc1ccc(CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(Br)c1O
8189,carbonyl,gen,O=C1c2ccccc2C(=O)N1Nc1ccccc1,O=C1c2ccccc2C(=O)N1Nc1ccccc1
8190,carbonyl,ald,CC(C)(C)OC(=O)N1CC(CC=O)C1,CC(C)(C)OC(=O)N1CC(CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C1
8191,carbonyl,ald,O=CC(=O)OCc1ccccc1,O=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1
8192,alkyl,alkyl,CCCCCCOc1ccc(N(c2ccc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c2ccc(OCCCCCC)cc2)cc1,CCCCCCOc1ccc(N(c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)c2ccc(OCCCCCC)cc2)cc1
8193,carbonyl,ald,COC(=O)[C@H]1[C@H](C=O)C1(C)C,COC(=O)[C@H]1[C@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C1(C)C
8194,carbonyl,keto,CC[Si](CC)(CC)OC[C@]1(C)C(=O)CC[C@@]2(C)[C@H]1CCCC21OCCO1,CC[Si](CC)(CC)OC[C@]1(C)C(=O)CC[C@@]2(C)[C@H]1CCCC21OCCO1
8195,carbonyl,ald,O=CC[C@@H](O)COCc1ccccc1,O[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)COCc1ccccc1
8196,carbonyl,ald,CC[C@@H]1CC[C@@H](CCc2ccc(-c3ccc(CCC=O)cc3F)cc2)CC1,CC[C@H]1CC[C@H](CCc2ccc(-c3ccc(CCC=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cc3F)cc2)CC1
8197,carbonyl,ald,CCC(CC)n1ccnc1C=O,CCC(CC)n1ccnc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8198,carbonyl,keto,O=C(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,O=C(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1
8199,alkyl,alkyl,COC(=O)c1cccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1,COC(=O)c1cccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
8200,alkyl,alkyl,CC(C)(C)OC(=O)N[C@@H](CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,CC(C)(C)OC(=O)N[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C(=O)O
8201,carbonyl,ald,C=CC(C)(C)Oc1ccc(C=O)c(OC(C)(C)C=C)c1,C=CC(C)(C)Oc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(OC(C)(C)C=C)c1
8202,alkyl,alkyl,C(c1ccc2ccc3ccccc3c2c1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,C(c1ccc2ccc3ccccc3c2c1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8203,carbonyl,ald,C/C=C/C/C(C)=C\[C@@H](CC=O)O[Si](C)(C)C(C)(C)C,C/C=C/C/C(C)=C\[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)O[SiH3]
8204,carbonyl,ald,C[C@H](O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)[C@@H](C=O)COCc1ccccc1,C[C@H](O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)[C@@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)COCc1ccccc1
8205,carbonyl,ald,CC1(C)O[C@H]([C@H](O)CO)[C@H](C=O)O1,CC1(C)O[C@H]([C@H](O)CO)[C@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O1
8206,alkyl,alkyl,COc1ccnc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1,COc1ccnc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
8207,carbonyl,keto,CC1CC(=O)c2ccccc21,CC1CC(=O)c2ccccc21
8208,carbonyl,ald,CC1(C)c2cccc3c2N2c4c1cccc4C(C)(C)c1cc(C=O)cc(c12)C3(C)C,CC1(C)c2cccc3c2N2c4c1cccc4C(C)(C)c1cc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cc(c12)C3(C)C
8209,carbonyl,keto,CC(=O)O[C@H]1CCC(=O)[C@H]2CC[C@@H](Cc3ccccc3)[C@@H]12,CC(=O)O[C@H]1CCC(=O)[C@H]2CC[C@@H](Cc3ccccc3)[C@@H]12
8210,carbonyl,keto,CCOC(=O)C[C@@H]1C(=O)N(Cc2ccc(OC)cc2)C[C@H]1C(C)=O,CCOC(=O)C[C@@H]1C(=O)N(Cc2ccc(OC)cc2)C[C@H]1C(C)=O
8211,carbonyl,ald,COCOc1ccc(C=O)cc1OC,COCOc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1OC
8212,carbonyl,ald,CC(C)(C)[Si](C)(C)O[C@H]1CCCO[C@@H]1C=O,[SiH3]O[C@H]1CCCO[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8213,carbonyl,ald,CC[C@H]1O[C@H]1CC=O,CC[C@H]1O[C@H]1CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8214,carbonyl,ald,CCCCC[C@H]1O[C@@H]1C=O,CCCCC[C@H]1O[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8215,alkyl,alkyl,C=CC(=C)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CC(=C)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8216,carbonyl,ald,CC(C)(C)[C@@H]1OC(=O)[C@H](CC=O)O1,CC(C)(C)[C@@H]1OC(=O)[C@H](CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O1
8217,alkyl,alkyl,CC(C(=O)OC(C)C)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C(=O)OC(C)C)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8218,carbonyl,ald,O=CC(F)(F)[C@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,FC(F)(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
8219,carbonyl,ald,O=CC[C@@H](C/C=C/C(=O)c1ccc(Cl)cc1)c1ccccc1,O=C(/C=C/C[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1)c1ccc(Cl)cc1
8220,carbonyl,ald,O=C[C@@H](OCc1ccccc1)[C@@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@@H](COCc1ccccc1)OCc1ccccc1,C([C@@H](OCc1ccccc1)[C@@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@@H](COCc1ccccc1)OCc1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8221,carbonyl,gen,O=CN1CCCCC1=O,O=CN1CCCCC1=O
8222,alkyl,alkyl,CCOC(=O)C(CC=C(C)C)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)C(CC=C(C)C)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8223,carbonyl,ald,CC[C@@H]1NC(=O)[C@H]([C@H](O[Si](C)(C)C(C)(C)C)[C@H](C)C=O)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,CC[C@@H]1NC(=O)[C@H]([C@H](O[SiH3])[C@H](C)C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O
8224,carbonyl,ald,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(C=O)c2)cc1,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c2)cc1
8225,carbonyl,keto,C[C@]12CC[C@@H]3O[C@@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3O[C@@H]3[C@@H]1CCC2=O
8226,carbonyl,ald,[N-]=[N+]=Nc1ccccc1S(=O)(=O)N1CCC[C@H]1C=O,[N-]=[N+]=Nc1ccccc1S(=O)(=O)N1CCC[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8227,carbonyl,ald,COc1cc(OC)c2c(OC)cc(C=O)c(Br)c2c1,COc1cc(OC)c2c(OC)cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c(Br)c2c1
8228,carbonyl,ald,O=Cc1c(Nc2ccccc2)oc2c(Cl)cc(Cl)cc2c1=O,O=c1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(Nc2ccccc2)oc2c(Cl)cc(Cl)cc12
8229,carbonyl,ald,O=Cc1occc1/C=C/c1ccc(Cl)cc1,Clc1ccc(/C=C/c2ccoc2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
8230,alkyl,alkyl,CC[Si](CC)(CC)O[C@H]1C=CO[C@@H]([C@H](O[Si](CC)(CC)CC)[C@@]2(OC)C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)[C@@H](CCCC=P(c3ccccc3)(c3ccccc3)c3ccccc3)O2)[C@@H]1C,CC[Si](CC)(CC)O[C@H]1C=CO[C@@H]([C@H](O[Si](CC)(CC)CC)[C@@]2(OC)C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)[C@@H](CCCC=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)O2)[C@@H]1C
8231,carbonyl,ald,O=Cc1cnn2c(NC3CC3)cc(-c3cccc(O)c3)nc12,Oc1cccc(-c2cc(NC3CC3)n3ncc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)c3n2)c1
8232,carbonyl,ald,CC(C)(C)OC(=O)N1CCC2(c3ccc(Cl)c(Cl)c3)CC2(C=O)C1,CC(C)(C)OC(=O)N1CCC2(c3ccc(Cl)c(Cl)c3)CC2(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C1
8233,carbonyl,keto,O=C1CCC(C2SCCCS2)C1,O=C1CCC(C2SCCCS2)C1
8234,carbonyl,ald,CC(C)(C)c1cc2ccc3cc(C=O)cc4ccc(c1)c2c34,CC(C)(C)c1cc2ccc3cc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cc4ccc(c1)c2c34
8235,carbonyl,ald,Cc1c(C=O)cccc1OCc1ccccc1,Cc1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cccc1OCc1ccccc1
8236,carbonyl,keto,Cc1ccccc1C1(C)CC(=O)C1,Cc1ccccc1C1(C)CC(=O)C1
8237,carbonyl,ald,C/C(=C\C[C@@H]1O[C@H](c2ccccc2)OC[C@H]1O[Si](C)(C)C(C)(C)C)CC[C@H]1O[C@@H]1C=O,C/C(=C\C[C@@H]1O[C@H](c2ccccc2)OC[C@H]1O[SiH3])CC[C@H]1O[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8238,carbonyl,ald,O=CCCCCC(O)Cc1ccc(Br)cc1,OC(CCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)Cc1ccc(Br)cc1
8239,carbonyl,ald,COC(=O)C1(C(=O)OC)CC1C=O,COC(=O)C1(C(=O)OC)CC1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8240,carbonyl,keto,CCCCOc1cc(-n2ccc3cc(C(=O)OC)ccc32)ccc1C(C)=O,CCCCOc1cc(-n2ccc3cc(C(=O)OC)ccc32)ccc1C(C)=O
8241,carbonyl,ald,O=C[C@@H]1CCC[C@H]1O,O[C@@H]1CCC[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8242,carbonyl,ald,O=Cc1c(F)ccc(Br)c1F,Fc1ccc(Br)c(F)c1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8243,alkyl,alkyl,CCCCC[C@H]1CC[C@H](C=P(c2ccccc2)(c2ccccc2)c2ccccc2)CC1,CCCCC[C@H]1CC[C@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CC1
8244,carbonyl,ald,CSC1=C(SC)S/C(=C2\SC=C(C=O)S2)S1,CSC1=C(SC)SC(=C2SC=C(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)S2)S1
8245,alkyl,alkyl,C[Si](C)(CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,C[Si](C)(CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1
8246,alkyl,alkyl,COC(=O)c1cc(Br)ccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)c1cc(Br)ccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8247,carbonyl,ald,CC1(C)OC[C@H]([C@@H]2[C@H](C=O)N2C(c2ccccc2)c2ccccc2)O1,CC1(C)OC[C@H]([C@@H]2[C@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)N2C(c2ccccc2)c2ccccc2)O1
8248,carbonyl,ald,CCC[C@H](OCc1ccccc1)[C@@H](C=O)OCc1ccccc1,CCC[C@H](OCc1ccccc1)[C@@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1
8249,carbonyl,ald,CCc1c(C=O)cccc1B1OC(C)(C)C(C)(C)O1,CCc1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cccc1B1OC(C)(C)C(C)(C)O1
8250,carbonyl,ald,CSc1ncc(C=O)c(N2CCCC2)n1,CSc1ncc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(N2CCCC2)n1
8251,carbonyl,ald,CCCCCCOc1ccc2ccccc2c1-c1c(OCCCCCC)c(C=O)cc2ccccc12,CCCCCCOc1ccc2ccccc2c1-c1c(OCCCCCC)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc2ccccc12
8252,alkyl,alkyl,COC(=O)CCC=CCC=CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)CCC=CCC=CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8253,carbonyl,keto,CC(=O)C(C)C,CC(=O)C(C)C
8254,alkyl,alkyl,COC(=O)C=CCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)C=CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8255,carbonyl,ald,CC(=O)Nc1nc(C=O)cs1,CC(=O)Nc1nc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cs1
8256,carbonyl,keto,O=C(/C=C/c1ccc2ccc3cccc4ccc1c2c34)c1ccc2ccc3cccc4ccc1c2c34,O=C(/C=C/c1ccc2ccc3cccc4ccc1c2c34)c1ccc2ccc3cccc4ccc1c2c34
8257,carbonyl,ald,O=CC1=C(Cl)CCCC1,ClC1=C(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CCCC1
8258,carbonyl,ald,COc1ccc(COC[C@]2(CC=O)C=CC[C@H](CO[Si](C)(C)C(C)(C)C)N2C(=O)OCc2ccccc2)cc1,COc1ccc(COC[C@]2(CC=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)C=CC[C@H](CO[SiH3])N2C(=O)OCc2ccccc2)cc1
8259,carbonyl,ald,O=Cc1cn(-c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)c2cnccc12,FC(F)(F)c1ccc(Oc2ccc(-n3cc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)c4ccncc43)cc2)cc1
8260,carbonyl,ald,O=CC1CC1C1OCCO1,C(C1CC1C1OCCO1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8261,carbonyl,ald,O=Cc1cc(F)c(OCc2ccccc2)c(F)c1,Fc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(F)c1OCc1ccccc1
8262,carbonyl,ald,COc1ccc2c(c1)c(C=O)cn2C(=O)OC(C)(C)C,COc1ccc2c(c1)c(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)cn2C(=O)OC(C)(C)C
8263,carbonyl,ald,CC[C@@H]1O[C@H]1CC=O,CC[C@@H]1O[C@H]1CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8264,carbonyl,keto,C=CCC(C)(C)C(=O)c1ccc(OC)cc1,C=CCC(C)(C)C(=O)c1ccc(OC)cc1
8265,carbonyl,ald,COc1ccccc1/C=C/C=O,COc1ccccc1/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8266,carbonyl,keto,Cn1ncc2cc3c(cc21)COc1ccccc1C3=O,Cn1ncc2cc3c(cc21)COc1ccccc1C3=O
8267,carbonyl,keto,CCC[C@@H]1CC[C@@H](c2ccc(C3CCC(=O)CC3)cc2)CC1,CCC[C@@H]1CC[C@@H](c2ccc(C3CCC(=O)CC3)cc2)CC1
8268,carbonyl,ald,COc1cc(-c2ccc(C=O)nc2)c(F)cn1,COc1cc(-c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)nc2)c(F)cn1
8269,carbonyl,ald,Cc1ccc(/C=C/C=O)cc1,Cc1ccc(/C=C/C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
8270,carbonyl,ald,COc1ccc(N2C(=O)[C@@H](c3ccccc3)[C@H]2C=O)cc1,COc1ccc(N2C(=O)[C@@H](c3ccccc3)[C@H]2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
8271,carbonyl,ald,Cn1cc(C=O)nc1-c1nccs1,Cn1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)nc1-c1nccs1
8272,carbonyl,ald,O=C[C@H](OCc1ccccc1)[C@@H](OCc1ccccc1)[C@@H](OCc1ccccc1)[C@H](O)CO[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,O[C@H](CO[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OCc1ccccc1
8273,carbonyl,ald,O=CCCl,ClCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8274,carbonyl,ald,O=C[C@H]1CC=CC[C@@H](COCc2ccccc2)O1,C1=CC[C@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O[C@H](COCc2ccccc2)C1
8275,carbonyl,keto,O=C1CCCCCCC1,O=C1CCCCCCC1
8276,carbonyl,ald,O=Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,FC(F)(F)c1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(C(F)(F)F)c1
8277,carbonyl,ald,CCc1ccc(OC)cc1C=O,CCc1ccc(OC)cc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8278,carbonyl,ald,C[C@@H](CCO)CCC=O,C[C@@H](CCO)CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8279,carbonyl,keto,CC/C=C\CCC(=O)c1ccccc1C(=O)O,CC/C=C\CCC(=O)c1ccccc1C(=O)O
8280,carbonyl,ald,O=CC1c2ccccc2-c2ccccc21,C(C1c2ccccc2-c2ccccc21)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8281,carbonyl,ald,COc1cc(C=O)c(-c2ccc(Cl)cc2)c(OC)c1OC,COc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(-c2ccc(Cl)cc2)c(OC)c1OC
8282,carbonyl,keto,COc1ccc(CC(C)=O)cc1OC,COc1ccc(CC(C)=O)cc1OC
8283,carbonyl,ald,CO[C@@]1(C)O[C@@H]2[C@@H](C=O)C3(CC3)N(C(=O)OC(C)(C)C)C[C@H]2O[C@]1(C)OC,CO[C@@]1(C)O[C@@H]2[C@@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)C3(CC3)N(C(=O)OC(C)(C)C)C[C@H]2O[C@]1(C)OC
8284,carbonyl,ald,O=Cc1c[nH]c2ccccc12,C(c1c[nH]c2ccccc12)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
8285,alkyl,alkyl,Cc1cc(C)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,Cc1cc(C)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cn1
8286,carbonyl,ald,Cn1cc(C=O)c(=O)c2ccccc21,Cn1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(=O)c2ccccc21
8287,carbonyl,ald,Cn1cc(C=O)c2cccnc21,Cn1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c2cccnc21
